Test 3,security,0,0
Test 2,security,0,0
Test 1,network,1,1516233928.0579288,8,True
firefox.exe (21.24 %),security,0,1517937734.3339598
firefox.exe (21.87 %),security,0,1517937788.212817
chrome.exe (66.46 %),security,0,1517938092.0844193
firefox.exe (0.0 %),security,0,1517938954.8025668
